GeneID	acetaminophen	caffeine	chloramphenicol	chlorpheniramine	diclofenac	hydroxyzine	isoniazid	nimesulide	theophylline	valproic_acid	Symbol	description	type_of_gene	reactome	kegg	biocarta	msigdb	omnipath	pathcom	DEG	GOBP	GOMF	GOCC	sum	MostDILI	NoDILI	isdisease	pubtator	generifs
4521	0	0	0	0	1	0	0	0	0	0	NUDT1	nudix hydrolase 1	protein-coding	1	0	0	0	0	1	1	1	1	1	4	1	0	1	0	1
4522	1	1	0	0	1	0	0	1	1	0	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	protein-coding	1	1	0	1	0	1	1	1	1	1	6	3	2	1	0	1
4524	0	0	0	0	0	0	0	0	0	0	MTHFR	methylenetetrahydrofolate reductase	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4528	0	0	0	0	0	0	0	0	0	0	MTIF2	mitochondrial translational initiation factor 2	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
4534	0	0	0	0	0	0	0	0	0	0	MTM1	myotubularin 1	protein-coding	1	0	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4542	0	0	0	0	0	0	0	0	0	0	MYO1F	myosin IF	protein-coding	0	0	0	0	0	1	0	0	1	1	2	0	0	1	0	1
4543	0	0	0	0	0	0	0	0	0	0	MTNR1A	melatonin receptor 1A	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4544	0	0	0	0	0	0	0	0	0	0	MTNR1B	melatonin receptor 1B	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4547	1	0	0	0	1	1	0	1	1	0	MTTP	microsomal triglyceride transfer protein	protein-coding	1	0	0	1	1	1	1	1	1	1	6	3	2	1	0	1
4548	0	0	0	0	0	0	0	1	0	0	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	0	1	0	1
4552	0	0	0	0	0	0	0	0	0	0	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
4582	0	0	0	0	0	0	0	0	0	0	MUC1	mucin 1, cell surface associated	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4583	0	0	0	0	0	0	0	0	0	0	MUC2	mucin 2, oligomeric mucus/gel-forming	protein-coding	0	1	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4585	0	0	0	0	0	0	0	0	0	0	MUC4	mucin 4, cell surface associated	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4586	0	0	0	0	0	0	0	0	0	0	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4588	0	0	0	0	0	0	0	0	0	0	MUC6	mucin 6, oligomeric mucus/gel-forming	protein-coding	1	0	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4589	0	0	0	0	0	0	0	0	0	0	MUC7	mucin 7, secreted	protein-coding	1	0	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4591	0	0	0	0	0	0	0	0	0	0	TRIM37	tripartite motif containing 37	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4593	0	0	0	0	0	0	0	0	0	0	MUSK	muscle associated receptor tyrosine kinase	protein-coding	1	0	1	1	1	1	0	1	1	1	7	0	0	1	0	1
4594	1	1	0	0	0	0	0	0	0	1	MUT	methylmalonyl-CoA mutase	protein-coding	1	1	0	1	0	1	1	1	1	1	6	2	1	1	0	1
4595	0	0	0	0	0	0	0	0	0	0	MUTYH	mutY DNA glycosylase	protein-coding	1	1	0	1	1	0	0	1	1	1	7	0	0	1	0	1
4597	0	0	0	0	0	0	1	0	1	0	MVD	mevalonate diphosphate decarboxylase	protein-coding	1	1	0	1	0	1	1	1	1	1	6	1	1	1	0	1
4598	0	0	0	0	0	1	0	0	0	0	MVK	mevalonate kinase	protein-coding	1	1	0	1	0	1	1	1	1	1	6	0	1	1	0	1
4599	1	1	0	0	0	1	0	0	1	1	MX1	MX dynamin like GTPase 1	protein-coding	1	0	0	1	1	1	1	1	1	1	6	2	3	1	0	1
460	0	0	0	0	0	0	0	0	0	0	ASTN1	astrotactin 1	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1
4600	0	0	0	0	0	0	0	0	0	0	MX2	MX dynamin like GTPase 2	protein-coding	1	0	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4601	0	1	0	0	0	0	0	1	0	0	MXI1	MAX interactor 1, dimerization protein	protein-coding	0	0	0	0	1	0	1	1	1	1	4	1	1	1	0	1
4602	0	0	0	0	0	0	0	0	0	0	MYB	MYB proto-oncogene, transcription factor	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4603	1	1	0	0	0	1	0	0	1	1	MYBL1	MYB proto-oncogene like 1	protein-coding	1	0	0	1	1	1	1	1	1	1	6	2	3	1	0	1
4604	0	0	0	0	0	0	0	0	0	0	MYBPC1	myosin binding protein C, slow type	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4605	1	0	0	0	1	0	0	0	0	1	MYBL2	MYB proto-oncogene like 2	protein-coding	1	0	0	1	1	1	1	1	1	1	6	3	0	1	0	1
4606	0	0	0	0	0	0	0	0	0	0	MYBPC2	myosin binding protein C, fast type	protein-coding	1	0	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4607	0	0	0	0	0	0	0	0	0	0	MYBPC3	myosin binding protein C, cardiac	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4608	0	0	0	0	0	0	0	0	0	0	MYBPH	myosin binding protein H	protein-coding	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0	1
4609	0	0	0	0	0	0	1	1	0	1	MYC	MYC proto-oncogene, bHLH transcription factor	protein-coding	1	1	1	1	1	1	1	1	1	1	8	3	0	1	0	1
4610	0	0	0	0	0	0	0	0	1	0	MYCL	MYCL proto-oncogene, bHLH transcription factor	protein-coding	0	0	0	0	1	0	1	1	1	1	4	0	1	1	0	1
4613	0	0	0	0	0	0	0	0	0	0	MYCN	MYCN proto-oncogene, bHLH transcription factor	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
4615	0	0	0	0	0	0	0	1	1	0	MYD88	myeloid differentiation primary response 88	protein-coding	1	1	1	1	1	1	1	1	1	1	8	1	1	1	0	1
4616	0	1	0	1	0	1	0	1	1	0	GADD45B	growth arrest and DNA damage inducible beta	protein-coding	0	1	0	1	1	1	1	1	1	1	6	1	4	1	0	1
4617	0	0	0	0	0	0	0	0	0	0	MYF5	myogenic factor 5	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4618	0	0	0	0	0	0	0	0	0	0	MYF6	myogenic factor 6	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4619	0	0	0	0	0	0	0	0	0	0	MYH1	myosin heavy chain 1	protein-coding	0	1	0	1	0	1	0	0	1	1	4	0	0	1	0	1
462	0	1	0	0	0	0	0	1	1	0	SERPINC1	serpin family C member 1	protein-coding	1	1	1	1	1	1	1	1	1	1	8	1	2	1	0	1
4620	0	0	0	0	0	0	0	0	0	0	MYH2	myosin heavy chain 2	protein-coding	1	1	1	1	1	1	0	1	1	1	8	0	0	1	0	1
4621	0	0	0	0	0	0	0	0	0	0	MYH3	myosin heavy chain 3	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4622	0	0	0	0	0	0	0	0	0	0	MYH4	myosin heavy chain 4	protein-coding	0	1	0	1	0	1	0	1	1	1	5	0	0	0	0	1
4624	0	0	0	0	0	0	0	0	0	0	MYH6	myosin heavy chain 6	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4625	0	0	0	0	0	0	0	0	0	0	MYH7	myosin heavy chain 7	protein-coding	0	1	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4626	0	0	0	0	0	0	0	0	0	0	MYH8	myosin heavy chain 8	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4627	0	0	0	0	0	0	0	0	0	0	MYH9	myosin heavy chain 9	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4628	0	1	0	0	0	0	0	1	1	1	MYH10	myosin heavy chain 10	protein-coding	1	1	0	1	1	1	1	1	1	1	7	2	2	1	0	1
4629	0	0	0	0	0	0	0	0	0	0	MYH11	myosin heavy chain 11	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
463	0	0	0	0	0	0	0	0	0	0	ZFHX3	zinc finger homeobox 3	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4632	0	0	0	0	0	0	0	0	0	0	MYL1	myosin light chain 1	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4633	0	0	0	0	0	0	0	0	0	0	MYL2	myosin light chain 2	protein-coding	1	1	1	1	1	1	0	1	1	1	8	0	0	1	0	1
4634	0	0	0	0	0	0	0	0	0	0	MYL3	myosin light chain 3	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4635	0	0	0	0	0	0	0	0	0	0	MYL4	myosin light chain 4	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4636	0	0	0	0	0	0	0	1	1	0	MYL5	myosin light chain 5	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	1	1	0	1
4637	0	0	0	0	0	0	0	0	0	0	MYL6	myosin light chain 6	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	0
4638	1	0	0	0	0	1	0	1	1	0	MYLK	myosin light chain kinase	protein-coding	1	1	1	1	1	1	1	1	1	1	8	2	2	1	0	1
4640	0	0	0	0	0	0	0	0	0	0	MYO1A	myosin IA	protein-coding	0	0	0	0	1	1	0	1	1	1	4	0	0	1	0	1
4641	0	0	0	0	0	0	0	0	0	0	MYO1C	myosin IC	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
4642	0	0	0	0	1	0	0	0	0	1	MYO1D	myosin ID	protein-coding	0	0	0	0	1	1	1	1	1	1	4	2	0	1	0	1
4643	0	0	0	0	0	0	0	0	0	0	MYO1E	myosin IE	protein-coding	0	0	0	0	0	1	0	1	1	1	3	0	0	1	0	1
4644	0	0	0	0	0	0	0	0	1	0	MYO5A	myosin VA	protein-coding	1	0	0	1	1	1	1	1	1	1	6	0	1	1	0	1
4645	0	1	0	0	0	0	0	0	1	0	MYO5B	myosin VB	protein-coding	1	0	0	1	0	1	1	1	1	1	5	0	2	1	0	1
4646	0	0	0	0	0	0	0	0	0	0	MYO6	myosin VI	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4647	0	0	0	0	0	0	0	0	0	0	MYO7A	myosin VIIA	protein-coding	1	0	0	0	1	1	0	1	1	1	5	0	0	1	0	1
4648	0	0	0	0	0	0	0	0	0	0	MYO7B	myosin VIIB	protein-coding	0	0	0	0	0	1	0	1	1	1	3	0	0	1	0	1
4649	1	0	0	0	1	0	0	0	1	0	MYO9A	myosin IXA	protein-coding	1	0	0	0	0	1	1	1	1	1	4	2	1	0	0	1
4650	0	0	0	0	0	0	0	0	0	0	MYO9B	myosin IXB	protein-coding	1	0	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4651	0	0	0	0	0	0	0	0	0	0	MYO10	myosin X	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4653	0	0	0	0	0	0	0	0	0	0	MYOC	myocilin	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
4654	0	0	0	0	0	0	0	0	0	0	MYOD1	myogenic differentiation 1	protein-coding	1	0	1	1	1	1	0	1	1	1	7	0	0	1	0	1
4656	0	0	0	0	0	0	0	0	0	0	MYOG	myogenin	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4659	0	0	0	0	0	0	0	0	0	0	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
466	0	0	0	0	0	0	0	0	0	0	ATF1	activating transcription factor 1	protein-coding	1	0	1	1	1	1	0	1	1	1	7	0	0	1	0	1
4660	0	0	0	0	0	0	0	0	0	0	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	protein-coding	1	1	1	1	1	1	0	1	1	1	8	0	0	1	0	1
4661	0	0	0	0	0	0	0	0	0	0	MYT1	myelin transcription factor 1	protein-coding	0	0	1	1	1	0	0	1	1	1	6	0	0	1	0	1
4664	0	0	0	0	1	0	0	1	0	0	NAB1	NGFI-A binding protein 1	protein-coding	0	0	0	0	1	0	1	1	1	1	4	2	0	1	0	1
4665	1	0	0	0	0	0	0	0	0	0	NAB2	NGFI-A binding protein 2	protein-coding	0	0	0	0	1	0	1	1	1	1	4	1	0	1	0	1
4666	0	0	0	0	0	0	0	0	1	0	NACA	nascent polypeptide associated complex subunit alpha	protein-coding	0	0	0	1	1	1	1	1	1	1	5	0	1	1	0	1
4668	0	0	0	0	0	0	0	0	0	0	NAGA	alpha-N-acetylgalactosaminidase	protein-coding	0	1	0	1	0	1	0	1	1	1	5	0	0	1	0	1
4669	0	0	0	0	0	0	0	0	0	0	NAGLU	N-acetyl-alpha-glucosaminidase	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
467	1	1	0	1	1	0	1	1	1	0	ATF3	activating transcription factor 3	protein-coding	1	0	0	1	1	1	1	1	1	1	6	4	3	1	0	1
4670	0	0	0	0	1	0	0	1	0	1	HNRNPM	heterogeneous nuclear ribonucleoprotein M	protein-coding	1	1	0	1	1	1	1	1	1	1	7	3	0	1	0	1
4673	1	0	0	0	1	0	0	0	0	0	NAP1L1	nucleosome assembly protein 1 like 1	protein-coding	0	0	0	0	1	0	1	1	1	1	4	2	0	1	0	1
4674	1	0	0	0	0	0	0	0	0	1	NAP1L2	nucleosome assembly protein 1 like 2	protein-coding	0	0	0	0	0	0	1	1	1	1	3	2	0	0	0	1
4675	1	0	0	0	0	0	0	0	0	0	NAP1L3	nucleosome assembly protein 1 like 3	protein-coding	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0
4676	0	0	0	0	0	0	0	0	1	0	NAP1L4	nucleosome assembly protein 1 like 4	protein-coding	0	0	0	0	1	0	1	1	1	1	4	0	1	1	0	1
4677	0	0	0	0	0	0	0	0	0	0	NARS	asparaginyl-tRNA synthetase	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4678	0	0	0	0	0	0	0	0	0	0	NASP	nuclear autoantigenic sperm protein	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	0	0	1
4680	0	0	0	0	0	0	0	0	0	0	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6	protein-coding	1	0	0	0	0	1	0	1	1	1	4	0	0	1	0	1
4682	0	1	0	0	0	0	0	0	1	0	NUBP1	nucleotide binding protein 1	protein-coding	1	0	0	0	0	1	1	1	1	1	4	0	2	1	0	1
4683	1	1	0	0	0	0	0	0	1	1	NBN	nibrin	protein-coding	1	1	1	1	1	1	1	1	1	1	8	2	2	1	0	1
4684	0	0	0	0	0	0	0	0	0	0	NCAM1	neural cell adhesion molecule 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4685	0	0	0	0	0	0	0	0	0	0	NCAM2	neural cell adhesion molecule 2	protein-coding	0	1	0	1	0	0	0	1	1	1	5	0	0	1	0	1
4686	0	0	0	0	0	0	0	0	0	0	NCBP1	nuclear cap binding protein subunit 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	0	0	1
4688	1	1	0	0	1	0	0	0	1	1	NCF2	neutrophil cytosolic factor 2	protein-coding	1	1	1	1	1	1	1	1	1	1	8	3	2	1	0	1
4689	0	0	0	0	0	0	0	0	0	0	NCF4	neutrophil cytosolic factor 4	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4690	1	0	0	0	0	0	0	0	0	0	NCK1	NCK adaptor protein 1	protein-coding	1	1	1	1	1	1	1	1	1	1	8	1	0	1	0	1
4691	0	0	0	0	0	0	0	0	0	1	NCL	nucleolin	protein-coding	1	1	1	1	1	1	1	1	1	1	8	1	0	1	0	1
4692	0	0	0	0	0	0	0	0	0	0	NDN	necdin, MAGE family member	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4693	0	0	0	0	0	0	0	0	0	0	NDP	NDP, norrin cystine knot growth factor	protein-coding	0	0	0	0	1	1	0	1	1	1	4	0	0	1	0	1
4694	0	0	0	0	0	0	0	0	0	0	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	protein-coding	1	1	1	1	0	1	0	1	1	1	7	0	0	1	0	1
4695	0	0	0	0	0	0	0	0	0	0	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4696	0	0	0	0	0	0	0	0	0	0	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	0	0	1
4697	0	0	0	0	0	0	0	0	0	0	NDUFA4	NDUFA4, mitochondrial complex associated	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4698	0	1	0	0	0	0	0	1	1	0	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	2	1	0	1
47	0	1	0	0	0	0	0	0	1	0	ACLY	ATP citrate lyase	protein-coding	1	1	0	1	1	1	1	1	1	1	7	0	2	1	0	1
4700	0	0	0	0	0	0	0	0	0	0	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4701	0	0	0	0	0	0	0	0	0	0	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	0	0	1
4702	0	0	0	0	0	0	0	0	0	0	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	0	0	1
4703	1	0	0	0	1	0	1	0	0	1	NEB	nebulin	protein-coding	1	0	0	1	1	1	1	1	1	1	6	4	0	1	0	1
4704	0	0	0	0	0	0	0	0	0	0	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4705	0	0	0	0	0	0	0	0	0	0	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4706	0	0	0	0	0	0	0	0	0	0	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4707	0	0	0	0	0	0	0	0	0	0	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	0	0	0
4708	0	0	0	0	0	0	0	0	0	1	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	protein-coding	1	1	0	1	0	1	1	1	1	1	6	1	0	1	0	1
4709	0	0	0	0	0	0	0	0	0	0	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
471	0	1	0	0	1	0	0	0	1	0	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	2	1	0	1
4710	0	0	0	0	0	0	0	0	0	0	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	0	0	1
4711	0	0	0	0	0	0	0	0	0	0	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4712	0	0	0	0	0	0	0	0	0	0	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4713	0	0	0	0	0	0	0	0	0	0	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4714	0	0	0	0	0	0	0	0	0	0	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4715	0	0	0	0	0	0	0	0	0	0	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4716	0	0	0	0	0	0	0	0	0	0	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	0	0	1
4717	0	0	0	0	0	0	0	0	0	0	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	0	0	0
4718	0	0	0	0	0	0	0	0	0	0	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4719	0	0	0	0	0	0	0	1	0	0	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	0	1	0	1
472	0	0	0	0	0	0	0	0	0	0	ATM	ATM serine/threonine kinase	protein-coding	1	1	1	1	1	1	0	1	1	1	8	0	0	1	0	1
4720	0	0	0	0	0	0	0	0	1	0	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	protein-coding	1	1	0	1	1	1	1	1	1	1	7	0	1	1	0	1
4722	0	0	0	0	0	0	0	0	0	0	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4723	0	0	0	0	0	0	0	0	0	0	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4724	0	0	0	0	0	0	0	0	0	0	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4725	0	0	0	0	0	0	0	0	0	0	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4726	0	0	0	0	0	0	0	0	0	0	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4728	0	0	0	0	0	0	0	0	0	0	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
473	0	0	0	0	0	0	0	0	0	0	RERE	arginine-glutamic acid dipeptide repeats	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
4731	0	0	0	0	0	0	0	0	0	0	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4733	0	0	0	0	0	0	0	0	0	0	DRG1	developmentally regulated GTP binding protein 1	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
4734	1	0	0	0	0	0	0	1	0	0	NEDD4	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	protein-coding	1	1	0	1	1	1	1	1	1	1	7	2	0	1	0	1
4735	0	1	0	0	0	0	0	1	1	0	SEPT2	septin 2	protein-coding	1	0	0	1	1	1	1	1	1	1	6	1	2	1	0	1
4738	0	0	0	0	0	0	0	0	0	0	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	protein-coding	1	0	1	1	1	1	0	1	1	1	7	0	0	1	0	1
4739	1	0	0	0	0	0	0	0	0	1	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	protein-coding	0	0	0	0	1	1	1	1	1	1	4	2	0	1	0	1
474	0	0	0	0	0	0	0	0	0	0	ATOH1	atonal bHLH transcription factor 1	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
4741	1	0	0	0	0	0	0	0	1	0	NEFM	neurofilament medium	protein-coding	0	1	0	1	1	0	1	1	1	1	6	1	1	1	0	1
474344	0	0	0	0	0	0	0	0	0	0	GIMAP6	GTPase, IMAP family member 6	protein-coding	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1
474354	0	0	0	0	0	0	0	0	0	0	LRRC18	leucine rich repeat containing 18	protein-coding	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0
4744	0	0	0	0	0	0	0	0	0	1	NEFH	neurofilament heavy	protein-coding	0	1	0	1	1	0	1	1	1	1	6	1	0	1	0	1
4745	0	0	0	0	0	0	0	0	0	0	NELL1	neural EGFL like 1	protein-coding	0	0	0	1	0	0	0	1	1	1	4	0	0	1	0	1
4747	0	0	0	0	0	0	0	0	0	0	NEFL	neurofilament light	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
475	0	0	0	0	0	0	0	0	0	1	ATOX1	antioxidant 1 copper chaperone	protein-coding	1	0	0	0	1	1	1	1	1	1	5	1	0	1	0	1
4750	0	0	0	0	0	0	1	0	1	0	NEK1	NIMA related kinase 1	protein-coding	0	0	0	1	1	0	1	1	1	1	5	1	1	1	0	1
4751	1	1	0	0	1	1	0	0	0	0	NEK2	NIMA related kinase 2	protein-coding	1	0	0	1	1	1	1	1	1	1	6	2	2	1	0	1
4752	0	1	0	0	0	0	0	0	0	0	NEK3	NIMA related kinase 3	protein-coding	0	0	0	0	1	1	1	1	1	1	4	0	1	1	0	1
4753	0	0	0	0	0	0	0	0	0	0	NELL2	neural EGFL like 2	protein-coding	1	0	0	1	1	1	0	1	1	1	6	0	0	1	0	1
4756	0	0	0	0	0	0	0	0	0	0	NEO1	neogenin 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4758	1	0	0	0	0	1	0	0	0	0	NEU1	neuraminidase 1	protein-coding	1	1	0	1	1	1	1	1	1	1	7	1	1	1	0	1
4759	0	0	0	0	0	0	0	0	0	0	NEU2	neuraminidase 2	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	0	0	1
476	0	0	0	0	0	0	0	0	0	0	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4760	0	0	0	0	0	0	0	0	0	0	NEUROD1	neuronal differentiation 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
4761	0	0	0	0	0	0	0	0	0	0	NEUROD2	neuronal differentiation 2	protein-coding	0	0	0	0	1	0	0	1	1	1	4	0	0	1	0	1
4762	0	0	0	0	0	0	0	0	0	0	NEUROG1	neurogenin 1	protein-coding	0	0	0	1	0	1	0	1	1	1	4	0	0	1	0	1
4763	0	0	0	0	0	0	0	0	0	0	NF1	neurofibromin 1	protein-coding	1	1	0	1	1	1	0	1	1	1	7	0	0	1	0	1
477	0	0	0	0	0	0	0	0	0	0	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	protein-coding	1	1	0	1	0	1	0	1	1	1	6	0	0	1	0	1
4771	0	1	0	0	0	0	0	0	1	0	NF2	neurofibromin 2	protein-coding	1	0	0	1	1	1	1	1	1	1	6	0	2	1	0	1
4772	0	0	0	0	0	0	0	0	0	0	NFATC1	nuclear factor of activated T cells 1	protein-coding	1	1	1	1	1	1	0	1	1	1	8	0	0	1	0	1
